Site,Year,Habitat,Collection_Method,Date,Replicate,Taxon,Stage,Insect,Origin,Higher_classification,Order,Family,Common_name,Abundance,Biomass
ikpi,2010,dry tundra,malaise trap,28-Jun-10,1,Trichocera,A,insect,Terrestrial,Arthropoda: Insecta,Diptera,Trichoceridae,winter crane flies,2,1.196205705
ikpi,2010,dry tundra,malaise trap,1-Jul-10,1,Carabidae,A,insect,Terrestrial,Arthropoda: Insecta,Coleoptera,Carabidae,ground beetles,3,48.08373069
ikpi,2010,dry tundra,malaise trap,1-Jul-10,1,Brachycera,A,insect,Terrestrial,Arthropoda: Insecta,Diptera,x,higher flies,1,0.049692716
ikpi,2010,dry tundra,malaise trap,1-Jul-10,1,Chironomidae,A,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae,midges,26,3.18457506
ikpi,2010,dry tundra,malaise trap,1-Jul-10,1,Lepidoptera,L,insect,Terrestrial,Arthropoda: Insecta,Lepidoptera,x,moths,1,9.738263535
ikpi,2010,dry tundra,malaise trap,1-Jul-10,1,Hymenoptera parasitoid,A,insect,Terrestrial,Arthropoda: Insecta,Hymenoptera,x,parasitic wasps,1,0.947191171
ikpi,2010,dry tundra,malaise trap,1-Jul-10,1,Hemiptera: Auchenorrhyncha,A,insect,Terrestrial,Arthropoda: Insecta,Hemiptera: Auchenorrhyncha,x,planthoppers & cicadas,2,1.811475191
ikpi,2010,dry tundra,malaise trap,1-Jul-10,1,Sciaridae,A,insect,Terrestrial,Arthropoda: Insecta,Diptera,Sciaridae,root gnats,5,0.772037384
ikpi,2010,dry tundra,malaise trap,1-Jul-10,1,Saldidae,A,insect,Terrestrial,Arthropoda: Insecta,Hemiptera: Heteroptera,Saldidae,shore bugs,1,2.914096196
ikpi,2010,dry tundra,malaise trap,1-Jul-10,1,Araneae,U,non-insect,Terrestrial,Arthropoda: Arachnida,x,x,spiders,14,12.7320575
ikpi,2010,dry tundra,malaise trap,1-Jul-10,1,Collembola,U,non-insect,Terrestrial,Arthropoda: Collembola,x,x,springtails,2,0.100344775
ikpi,2010,dry tundra,malaise trap,4-Jul-10,1,Tipulidae,A,insect,Aquatic,Arthropoda: Insecta,Diptera,Tipulidae,crane flies,2,6.228818678
ikpi,2010,dry tundra,malaise trap,4-Jul-10,1,Mycetophilidae,A,insect,Terrestrial,Arthropoda: Insecta,Diptera,Mycetophilidae,fungus gnats,1,0.375929266
ikpi,2010,dry tundra,malaise trap,4-Jul-10,1,Cecidomyiidae,A,insect,Terrestrial,Arthropoda: Insecta,Diptera,Cecidomyiidae,gall gnats,1,0.088851081
ikpi,2010,dry tundra,malaise trap,4-Jul-10,1,Carabidae,A,insect,Terrestrial,Arthropoda: Insecta,Coleoptera,Carabidae,ground beetles,2,10.88782463
ikpi,2010,dry tundra,malaise trap,4-Jul-10,1,Brachycera,A,insect,Terrestrial,Arthropoda: Insecta,Diptera,x,higher flies,2,0.099385433
ikpi,2010,dry tundra,malaise trap,4-Jul-10,1,Chironomidae,A,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae,midges,38,4.789204281
ikpi,2010,dry tundra,malaise trap,4-Jul-10,1,Hymenoptera parasitoid,A,insect,Terrestrial,Arthropoda: Insecta,Hymenoptera,x,parasitic wasps,1,0.947191171
ikpi,2010,dry tundra,malaise trap,4-Jul-10,1,Hemiptera: Auchenorrhyncha,A,insect,Terrestrial,Arthropoda: Insecta,Hemiptera: Auchenorrhyncha,x,planthoppers & cicadas,2,0.518120015
ikpi,2010,dry tundra,malaise trap,4-Jul-10,1,Sciaridae,A,insect,Terrestrial,Arthropoda: Insecta,Diptera,Sciaridae,root gnats,7,1.379990153
ikpi,2010,dry tundra,malaise trap,4-Jul-10,1,Hymenoptera sawflies,A,insect,Terrestrial,Arthropoda: Insecta,Hymenoptera,x,sawfly wasps,1,4.47849838
ikpi,2010,dry tundra,malaise trap,4-Jul-10,1,Araneae,U,non-insect,Terrestrial,Arthropoda: Arachnida,x,x,spiders,18,44.86212084
ikpi,2010,dry tundra,malaise trap,4-Jul-10,1,Collembola,U,non-insect,Terrestrial,Arthropoda: Collembola,x,x,springtails,2,0.016104948
ikpi,2010,dry tundra,malaise trap,7-Jul-10,1,Tipulidae,A,insect,Aquatic,Arthropoda: Insecta,Diptera,Tipulidae,crane flies,6,29.65101114
ikpi,2010,dry tundra,malaise trap,7-Jul-10,1,Carabidae,A,insect,Terrestrial,Arthropoda: Insecta,Coleoptera,Carabidae,ground beetles,1,9.043905819
ikpi,2010,dry tundra,malaise trap,7-Jul-10,1,Brachycera,A,insect,Terrestrial,Arthropoda: Insecta,Diptera,x,higher flies,4,1.04396244
ikpi,2010,dry tundra,malaise trap,7-Jul-10,1,Chironomidae,A,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae,midges,14,1.597130934
ikpi,2010,dry tundra,malaise trap,7-Jul-10,1,Culicidae,A,insect,Aquatic,Arthropoda: Insecta,Diptera,Culicidae,mosquitoes,2,1.390148846
ikpi,2010,dry tundra,malaise trap,7-Jul-10,1,Sciaridae,A,insect,Terrestrial,Arthropoda: Insecta,Diptera,Sciaridae,root gnats,7,0.739696167
ikpi,2010,dry tundra,malaise trap,7-Jul-10,1,Staphylinidae,A,insect,Terrestrial,Arthropoda: Insecta,Coleoptera,Staphylinidae,rove beetles,1,0.160471841
ikpi,2010,dry tundra,malaise trap,7-Jul-10,1,Araneae,U,non-insect,Terrestrial,Arthropoda: Arachnida,x,x,spiders,8,15.17280328
ikpi,2010,dry tundra,malaise trap,7-Jul-10,1,Collembola,U,non-insect,Terrestrial,Arthropoda: Collembola,x,x,springtails,3,0.110999021
ikpi,2010,dry tundra,malaise trap,10-Jul-10,1,Tipulidae,A,insect,Aquatic,Arthropoda: Insecta,Diptera,Tipulidae,crane flies,18,79.03217574
ikpi,2010,dry tundra,malaise trap,10-Jul-10,1,Mycetophilidae,A,insect,Terrestrial,Arthropoda: Insecta,Diptera,Mycetophilidae,fungus gnats,3,1.089417071
ikpi,2010,dry tundra,malaise trap,10-Jul-10,1,Cecidomyiidae,A,insect,Terrestrial,Arthropoda: Insecta,Diptera,Cecidomyiidae,gall gnats,4,0.355404324
ikpi,2010,dry tundra,malaise trap,10-Jul-10,1,Carabidae,A,insect,Terrestrial,Arthropoda: Insecta,Coleoptera,Carabidae,ground beetles,6,165.587267
ikpi,2010,dry tundra,malaise trap,10-Jul-10,1,Brachycera,A,insect,Terrestrial,Arthropoda: Insecta,Diptera,x,higher flies,10,1.986316493
ikpi,2010,dry tundra,malaise trap,10-Jul-10,1,Chironomidae,A,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae,midges,24,5.755402273
ikpi,2010,dry tundra,malaise trap,10-Jul-10,1,Culicidae,A,insect,Aquatic,Arthropoda: Insecta,Diptera,Culicidae,mosquitoes,2,1.390148846
ikpi,2010,dry tundra,malaise trap,10-Jul-10,1,Hymenoptera parasitoid,A,insect,Terrestrial,Arthropoda: Insecta,Hymenoptera,x,parasitic wasps,2,2.029235799
ikpi,2010,dry tundra,malaise trap,10-Jul-10,1,Hemiptera: Auchenorrhyncha,A,insect,Terrestrial,Arthropoda: Insecta,Hemiptera: Auchenorrhyncha,x,planthoppers & cicadas,2,0.611335018
ikpi,2010,dry tundra,malaise trap,10-Jul-10,1,Sciaridae,A,insect,Terrestrial,Arthropoda: Insecta,Diptera,Sciaridae,root gnats,25,3.163185827
ikpi,2010,dry tundra,malaise trap,10-Jul-10,1,Staphylinidae,A,insect,Terrestrial,Arthropoda: Insecta,Coleoptera,Staphylinidae,rove beetles,1,0.160471841
ikpi,2010,dry tundra,malaise trap,10-Jul-10,1,Saldidae,A,insect,Terrestrial,Arthropoda: Insecta,Hemiptera: Heteroptera,Saldidae,shore bugs,2,5.828192392
ikpi,2010,dry tundra,malaise trap,10-Jul-10,1,Araneae,U,non-insect,Terrestrial,Arthropoda: Arachnida,x,x,spiders,12,42.58210741
ikpi,2010,dry tundra,malaise trap,10-Jul-10,1,Collembola,U,non-insect,Terrestrial,Arthropoda: Collembola,x,x,springtails,4,0.082660319
ikpi,2010,dry tundra,malaise trap,13-Jul-10,1,Tipulidae,A,insect,Aquatic,Arthropoda: Insecta,Diptera,Tipulidae,crane flies,8,38.32856857
ikpi,2010,dry tundra,malaise trap,13-Jul-10,1,Mycetophilidae,A,insect,Terrestrial,Arthropoda: Insecta,Diptera,Mycetophilidae,fungus gnats,1,0.284724537
ikpi,2010,dry tundra,malaise trap,13-Jul-10,1,Carabidae,A,insect,Terrestrial,Arthropoda: Insecta,Coleoptera,Carabidae,ground beetles,1,6.576093763
ikpi,2010,dry tundra,malaise trap,13-Jul-10,1,Brachycera,A,insect,Terrestrial,Arthropoda: Insecta,Diptera,x,higher flies,8,2.89050044
ikpi,2010,dry tundra,malaise trap,13-Jul-10,1,Chironomidae,A,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae,midges,6,2.557368964
ikpi,2010,dry tundra,malaise trap,13-Jul-10,1,Culicidae,A,insect,Aquatic,Arthropoda: Insecta,Diptera,Culicidae,mosquitoes,2,2.083621981
ikpi,2010,dry tundra,malaise trap,13-Jul-10,1,Hymenoptera parasitoid,A,insect,Terrestrial,Arthropoda: Insecta,Hymenoptera,x,parasitic wasps,2,0.191336005
ikpi,2010,dry tundra,malaise trap,13-Jul-10,1,Sciaridae,A,insect,Terrestrial,Arthropoda: Insecta,Diptera,Sciaridae,root gnats,10,1.647453257
ikpi,2010,dry tundra,malaise trap,13-Jul-10,1,Araneae,U,non-insect,Terrestrial,Arthropoda: Arachnida,x,x,spiders,14,10.43692372
ikpi,2010,dry tundra,malaise trap,13-Jun-10,2,Trichoptera,A,insect,Aquatic,Arthropoda: Insecta,Trichoptera,x,caddisflies,2,6.982209671
ikpi,2010,dry tundra,malaise trap,13-Jun-10,2,Brachycera,A,insect,Terrestrial,Arthropoda: Insecta,Diptera,x,higher flies,9,12.95475492
ikpi,2010,dry tundra,malaise trap,13-Jun-10,2,Lepidoptera,A,insect,Terrestrial,Arthropoda: Insecta,Lepidoptera,x,moths,1,7.386095896
ikpi,2010,dry tundra,malaise trap,13-Jun-10,2,Hymenoptera parasitoid,A,insect,Terrestrial,Arthropoda: Insecta,Hymenoptera,x,parasitic wasps,1,0.27061607
ikpi,2010,dry tundra,malaise trap,13-Jun-10,2,Hemiptera: Auchenorrhyncha,A,insect,Terrestrial,Arthropoda: Insecta,Hemiptera: Auchenorrhyncha,x,planthoppers & cicadas,3,0.60618751
ikpi,2010,dry tundra,malaise trap,13-Jun-10,2,Staphylinidae,A,insect,Terrestrial,Arthropoda: Insecta,Coleoptera,Staphylinidae,rove beetles,1,0.509069418
ikpi,2010,dry tundra,malaise trap,13-Jun-10,2,Araneae,U,non-insect,Terrestrial,Arthropoda: Arachnida,x,x,spiders,65,44.72538676
ikpi,2010,dry tundra,malaise trap,13-Jun-10,2,Collembola,U,non-insect,Terrestrial,Arthropoda: Collembola,x,x,springtails,1,0.030675914
ikpi,2010,dry tundra,malaise trap,16-Jun-10,2,Collembola,U,non-insect,Terrestrial,Arthropoda: Collembola,x,x,springtails,9,0.854065896
ikpi,2010,dry tundra,malaise trap,19-Jun-10,2,Brachycera,A,insect,Terrestrial,Arthropoda: Insecta,Diptera,x,higher flies,1,1.417465718
ikpi,2010,dry tundra,malaise trap,19-Jun-10,2,Araneae,U,non-insect,Terrestrial,Arthropoda: Arachnida,x,x,spiders,22,11.59734675
ikpi,2010,dry tundra,malaise trap,22-Jun-10,2,Carabidae,A,insect,Terrestrial,Arthropoda: Insecta,Coleoptera,Carabidae,ground beetles,5,71.48595532
ikpi,2010,dry tundra,malaise trap,22-Jun-10,2,Brachycera,A,insect,Terrestrial,Arthropoda: Insecta,Diptera,x,higher flies,5,5.04754414
ikpi,2010,dry tundra,malaise trap,22-Jun-10,2,Araneae,U,non-insect,Terrestrial,Arthropoda: Arachnida,x,x,spiders,37,82.00824886
ikpi,2010,dry tundra,malaise trap,25-Jun-10,2,Carabidae,A,insect,Terrestrial,Arthropoda: Insecta,Coleoptera,Carabidae,ground beetles,3,95.79427156
ikpi,2010,dry tundra,malaise trap,25-Jun-10,2,Carabidae,L,insect,Terrestrial,Arthropoda: Insecta,Coleoptera,Carabidae,ground beetles,1,3.638014753
ikpi,2010,dry tundra,malaise trap,25-Jun-10,2,Chironomidae,A,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae,midges,11,0.97736189
ikpi,2010,dry tundra,malaise trap,25-Jun-10,2,Araneae,U,non-insect,Terrestrial,Arthropoda: Arachnida,x,x,spiders,20,68.95806357
ikpi,2010,dry tundra,malaise trap,25-Jun-10,2,Collembola,U,non-insect,Terrestrial,Arthropoda: Collembola,x,x,springtails,10,0.232066846
ikpi,2010,dry tundra,malaise trap,28-Jun-10,2,Carabidae,A,insect,Terrestrial,Arthropoda: Insecta,Coleoptera,Carabidae,ground beetles,3,45.61591863
ikpi,2010,dry tundra,malaise trap,28-Jun-10,2,Brachycera,A,insect,Terrestrial,Arthropoda: Insecta,Diptera,x,higher flies,2,9.052935055
ikpi,2010,dry tundra,malaise trap,28-Jun-10,2,Chironomidae,A,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae,midges,26,4.556564169
ikpi,2010,dry tundra,malaise trap,28-Jun-10,2,Araneae,U,non-insect,Terrestrial,Arthropoda: Arachnida,x,x,spiders,15,12.74828368
ikpi,2010,dry tundra,malaise trap,28-Jun-10,2,Collembola,U,non-insect,Terrestrial,Arthropoda: Collembola,x,x,springtails,1,0.069668862
ikpi,2010,dry tundra,malaise trap,1-Jul-10,2,Carabidae,A,insect,Terrestrial,Arthropoda: Insecta,Coleoptera,Carabidae,ground beetles,2,51.58455048
ikpi,2010,dry tundra,malaise trap,1-Jul-10,2,Brachycera,A,insect,Terrestrial,Arthropoda: Insecta,Diptera,x,higher flies,2,0.099385433
ikpi,2010,dry tundra,malaise trap,1-Jul-10,2,Chironomidae,A,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae,midges,17,3.963216517
ikpi,2010,dry tundra,malaise trap,1-Jul-10,2,Hemiptera: Auchenorrhyncha,A,insect,Terrestrial,Arthropoda: Insecta,Hemiptera: Auchenorrhyncha,x,planthoppers & cicadas,1,0.50562644
ikpi,2010,dry tundra,malaise trap,1-Jul-10,2,Sciaridae,A,insect,Terrestrial,Arthropoda: Insecta,Diptera,Sciaridae,root gnats,2,0.413179363
ikpi,2010,dry tundra,malaise trap,1-Jul-10,2,Araneae,U,non-insect,Terrestrial,Arthropoda: Arachnida,x,x,spiders,16,21.84433134
ikpi,2010,dry tundra,malaise trap,1-Jul-10,2,Collembola,U,non-insect,Terrestrial,Arthropoda: Collembola,x,x,springtails,11,0.206772516
ikpi,2010,dry tundra,malaise trap,4-Jul-10,2,Carabidae,A,insect,Terrestrial,Arthropoda: Insecta,Coleoptera,Carabidae,ground beetles,1,4.582226826
ikpi,2010,dry tundra,malaise trap,4-Jul-10,2,Chironomidae,A,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae,midges,22,5.206181224
ikpi,2010,dry tundra,malaise trap,4-Jul-10,2,Hemiptera: Auchenorrhyncha,A,insect,Terrestrial,Arthropoda: Insecta,Hemiptera: Auchenorrhyncha,x,planthoppers & cicadas,1,0.193991983
ikpi,2010,dry tundra,malaise trap,4-Jul-10,2,Sciaridae,A,insect,Terrestrial,Arthropoda: Insecta,Diptera,Sciaridae,root gnats,5,0.706809629
ikpi,2010,dry tundra,malaise trap,4-Jul-10,2,Staphylinidae,A,insect,Terrestrial,Arthropoda: Insecta,Coleoptera,Staphylinidae,rove beetles,1,0.921062253
ikpi,2010,dry tundra,malaise trap,4-Jul-10,2,Saldidae,A,insect,Terrestrial,Arthropoda: Insecta,Hemiptera: Heteroptera,Saldidae,shore bugs,1,2.914096196
ikpi,2010,dry tundra,malaise trap,4-Jul-10,2,Araneae,U,non-insect,Terrestrial,Arthropoda: Arachnida,x,x,spiders,28,34.03922122
ikpi,2010,dry tundra,malaise trap,7-Jul-10,2,Tipulidae,A,insect,Aquatic,Arthropoda: Insecta,Diptera,Tipulidae,crane flies,1,5.096966005
ikpi,2010,dry tundra,malaise trap,7-Jul-10,2,Mycetophilidae,A,insect,Terrestrial,Arthropoda: Insecta,Diptera,Mycetophilidae,fungus gnats,1,0.206589681
ikpi,2010,dry tundra,malaise trap,7-Jul-10,2,Cecidomyiidae,A,insect,Terrestrial,Arthropoda: Insecta,Diptera,Cecidomyiidae,gall gnats,2,0.177702162
ikpi,2010,dry tundra,malaise trap,7-Jul-10,2,Carabidae,A,insect,Terrestrial,Arthropoda: Insecta,Coleoptera,Carabidae,ground beetles,2,22.14048419
ikpi,2010,dry tundra,malaise trap,7-Jul-10,2,Chironomidae,A,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae,midges,22,3.260305509
ikpi,2010,dry tundra,malaise trap,7-Jul-10,2,Culicidae,A,insect,Aquatic,Arthropoda: Insecta,Diptera,Culicidae,mosquitoes,1,0.850454037
ikpi,2010,dry tundra,malaise trap,7-Jul-10,2,Ceratopogonidae,A,insect,Aquatic,Arthropoda: Insecta,Diptera,Ceratopogonidae,no-see-um midges,3,0.266553243
ikpi,2010,dry tundra,malaise trap,7-Jul-10,2,Hemiptera: Auchenorrhyncha,A,insect,Terrestrial,Arthropoda: Insecta,Hemiptera: Auchenorrhyncha,x,planthoppers & cicadas,3,1.516879319
ikpi,2010,dry tundra,malaise trap,7-Jul-10,2,Sciaridae,A,insect,Terrestrial,Arthropoda: Insecta,Diptera,Sciaridae,root gnats,3,0.384291843
ikpi,2010,dry tundra,malaise trap,7-Jul-10,2,Araneae,U,non-insect,Terrestrial,Arthropoda: Arachnida,x,x,spiders,28,33.34184791
ikpi,2010,dry tundra,malaise trap,7-Jul-10,2,Collembola,U,non-insect,Terrestrial,Arthropoda: Collembola,x,x,springtails,2,0.139337723
ikpi,2010,dry tundra,malaise trap,10-Jul-10,2,Tipulidae,A,insect,Aquatic,Arthropoda: Insecta,Diptera,Tipulidae,crane flies,8,44.97407349
ikpi,2010,dry tundra,malaise trap,10-Jul-10,2,Mycetophilidae,A,insect,Terrestrial,Arthropoda: Insecta,Diptera,Mycetophilidae,fungus gnats,4,0.826358725
ikpi,2010,dry tundra,malaise trap,10-Jul-10,2,Cecidomyiidae,A,insect,Terrestrial,Arthropoda: Insecta,Diptera,Cecidomyiidae,gall gnats,2,0.177702162
ikpi,2010,dry tundra,malaise trap,10-Jul-10,2,Carabidae,A,insect,Terrestrial,Arthropoda: Insecta,Coleoptera,Carabidae,ground beetles,3,74.03426847
ikpi,2010,dry tundra,malaise trap,10-Jul-10,2,Brachycera,A,insect,Terrestrial,Arthropoda: Insecta,Diptera,x,higher flies,1,0.049692716
ikpi,2010,dry tundra,malaise trap,10-Jul-10,2,Chironomidae,A,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae,midges,19,4.365471611
ikpi,2010,dry tundra,malaise trap,10-Jul-10,2,Hemiptera: Auchenorrhyncha,A,insect,Terrestrial,Arthropoda: Insecta,Hemiptera: Auchenorrhyncha,x,planthoppers & cicadas,6,3.033758638
ikpi,2010,dry tundra,malaise trap,10-Jul-10,2,Sciaridae,A,insect,Terrestrial,Arthropoda: Insecta,Diptera,Sciaridae,root gnats,21,2.023405234
ikpi,2010,dry tundra,malaise trap,10-Jul-10,2,Araneae,U,non-insect,Terrestrial,Arthropoda: Arachnida,x,x,spiders,30,126.8191343
ikpi,2010,dry tundra,malaise trap,13-Jul-10,2,Tipulidae,A,insect,Aquatic,Arthropoda: Insecta,Diptera,Tipulidae,crane flies,11,37.95099532
ikpi,2010,dry tundra,malaise trap,13-Jul-10,2,Brachycera,A,insect,Terrestrial,Arthropoda: Insecta,Diptera,x,higher flies,3,0.149078149
ikpi,2010,dry tundra,malaise trap,13-Jul-10,2,Chironomidae,A,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae,midges,3,0.553631428
ikpi,2010,dry tundra,malaise trap,13-Jul-10,2,Hymenoptera parasitoid,A,insect,Terrestrial,Arthropoda: Insecta,Hymenoptera,x,parasitic wasps,3,0.389018907
ikpi,2010,dry tundra,malaise trap,13-Jul-10,2,Hemiptera: Auchenorrhyncha,A,insect,Terrestrial,Arthropoda: Insecta,Hemiptera: Auchenorrhyncha,x,planthoppers & cicadas,1,0.50562644
ikpi,2010,dry tundra,malaise trap,13-Jul-10,2,Sciaridae,A,insect,Terrestrial,Arthropoda: Insecta,Diptera,Sciaridae,root gnats,5,0.85017224
ikpi,2010,dry tundra,malaise trap,13-Jul-10,2,Araneae,U,non-insect,Terrestrial,Arthropoda: Arachnida,x,x,spiders,7,2.997509752
ikpi,2010,dry tundra,malaise trap,13-Jul-10,2,Collembola,U,non-insect,Terrestrial,Arthropoda: Collembola,x,x,springtails,3,0.015454246
ikpi,2010,dry tundra,malaise trap,13-Jun-10,3,Carabidae,A,insect,Terrestrial,Arthropoda: Insecta,Coleoptera,Carabidae,ground beetles,3,25.65288438
ikpi,2010,dry tundra,malaise trap,13-Jun-10,3,Brachycera,A,insect,Terrestrial,Arthropoda: Insecta,Diptera,x,higher flies,6,4.067381599
ikpi,2010,dry tundra,malaise trap,13-Jun-10,3,Araneae,U,non-insect,Terrestrial,Arthropoda: Arachnida,x,x,spiders,69,79.6290432
ikpi,2010,dry tundra,malaise trap,13-Jun-10,3,Collembola,U,non-insect,Terrestrial,Arthropoda: Collembola,x,x,springtails,2,0.376175391
ikpi,2010,dry tundra,malaise trap,16-Jun-10,3,Araneae,U,non-insect,Terrestrial,Arthropoda: Arachnida,x,x,spiders,22,25.6801726
ikpi,2010,dry tundra,malaise trap,19-Jun-10,3,Araneae,U,non-insect,Terrestrial,Arthropoda: Arachnida,x,x,spiders,17,16.75794985
ikpi,2010,dry tundra,malaise trap,19-Jun-10,3,Collembola,U,non-insect,Terrestrial,Arthropoda: Collembola,x,x,springtails,1,0.136178634
ikpi,2010,dry tundra,malaise trap,22-Jun-10,3,Carabidae,A,insect,Terrestrial,Arthropoda: Insecta,Coleoptera,Carabidae,ground beetles,4,46.07993311
ikpi,2010,dry tundra,malaise trap,22-Jun-10,3,Araneae,U,non-insect,Terrestrial,Arthropoda: Arachnida,x,x,spiders,32,48.65490901
ikpi,2010,dry tundra,malaise trap,25-Jun-10,3,Mycetophilidae,A,insect,Terrestrial,Arthropoda: Insecta,Diptera,Mycetophilidae,fungus gnats,1,0.375929266
ikpi,2010,dry tundra,malaise trap,25-Jun-10,3,Carabidae,A,insect,Terrestrial,Arthropoda: Insecta,Coleoptera,Carabidae,ground beetles,2,27.59114216
ikpi,2010,dry tundra,malaise trap,25-Jun-10,3,Chironomidae,A,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae,midges,10,0.888510809
ikpi,2010,dry tundra,malaise trap,25-Jun-10,3,Araneae,U,non-insect,Terrestrial,Arthropoda: Arachnida,x,x,spiders,19,45.59690222
ikpi,2010,dry tundra,malaise trap,25-Jun-10,3,Collembola,U,non-insect,Terrestrial,Arthropoda: Collembola,x,x,springtails,7,0.19365934
ikpi,2010,dry tundra,malaise trap,28-Jun-10,3,Carabidae,A,insect,Terrestrial,Arthropoda: Insecta,Coleoptera,Carabidae,ground beetles,3,63.61130222
ikpi,2010,dry tundra,malaise trap,28-Jun-10,3,Brachycera,A,insect,Terrestrial,Arthropoda: Insecta,Diptera,x,higher flies,1,0.049692716
ikpi,2010,dry tundra,malaise trap,28-Jun-10,3,Chironomidae,A,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae,midges,10,0.888510809
ikpi,2010,dry tundra,malaise trap,28-Jun-10,3,Araneae,U,non-insect,Terrestrial,Arthropoda: Arachnida,x,x,spiders,17,33.79458933
ikpi,2010,dry tundra,malaise trap,28-Jun-10,3,Collembola,U,non-insect,Terrestrial,Arthropoda: Collembola,x,x,springtails,8,0.100382766
ikpi,2010,dry tundra,malaise trap,1-Jul-10,3,Mycetophilidae,A,insect,Terrestrial,Arthropoda: Insecta,Diptera,Mycetophilidae,fungus gnats,1,0.284724537
ikpi,2010,dry tundra,malaise trap,1-Jul-10,3,Carabidae,A,insect,Terrestrial,Arthropoda: Insecta,Coleoptera,Carabidae,ground beetles,3,17.73441435
ikpi,2010,dry tundra,malaise trap,1-Jul-10,3,Chironomidae,A,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae,midges,6,0.650845086
ikpi,2010,dry tundra,malaise trap,1-Jul-10,3,Staphylinidae,A,insect,Terrestrial,Arthropoda: Insecta,Coleoptera,Staphylinidae,rove beetles,1,1.088996211
ikpi,2010,dry tundra,malaise trap,1-Jul-10,3,Araneae,U,non-insect,Terrestrial,Arthropoda: Arachnida,x,x,spiders,21,26.92278984
ikpi,2010,dry tundra,malaise trap,1-Jul-10,3,Collembola,U,non-insect,Terrestrial,Arthropoda: Collembola,x,x,springtails,2,0.205847496
ikpi,2010,dry tundra,malaise trap,4-Jul-10,3,Mycetophilidae,A,insect,Terrestrial,Arthropoda: Insecta,Diptera,Mycetophilidae,fungus gnats,1,0.206589681
ikpi,2010,dry tundra,malaise trap,4-Jul-10,3,Carabidae,A,insect,Terrestrial,Arthropoda: Insecta,Coleoptera,Carabidae,ground beetles,4,24.75849518
ikpi,2010,dry tundra,malaise trap,4-Jul-10,3,Chironomidae,A,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae,midges,13,1.899793025
ikpi,2010,dry tundra,malaise trap,4-Jul-10,3,Lepidoptera,L,insect,Terrestrial,Arthropoda: Insecta,Lepidoptera,x,moths,1,19.72733128
ikpi,2010,dry tundra,malaise trap,4-Jul-10,3,Hemiptera: Auchenorrhyncha,A,insect,Terrestrial,Arthropoda: Insecta,Hemiptera: Auchenorrhyncha,x,planthoppers & cicadas,1,0.50562644
ikpi,2010,dry tundra,malaise trap,4-Jul-10,3,Sciaridae,A,insect,Terrestrial,Arthropoda: Insecta,Diptera,Sciaridae,root gnats,2,0.413179363
ikpi,2010,dry tundra,malaise trap,4-Jul-10,3,Staphylinidae,A,insect,Terrestrial,Arthropoda: Insecta,Coleoptera,Staphylinidae,rove beetles,3,2.305939342
ikpi,2010,dry tundra,malaise trap,4-Jul-10,3,Saldidae,L,insect,Terrestrial,Arthropoda: Insecta,Hemiptera: Heteroptera,Saldidae,shore bugs,1,1.160851658
ikpi,2010,dry tundra,malaise trap,4-Jul-10,3,Araneae,U,non-insect,Terrestrial,Arthropoda: Arachnida,x,x,spiders,38,47.2215744
ikpi,2010,dry tundra,malaise trap,4-Jul-10,3,Collembola,U,non-insect,Terrestrial,Arthropoda: Collembola,x,x,springtails,12,0.925021582
ikpi,2010,dry tundra,malaise trap,7-Jul-10,3,Tipulidae,A,insect,Aquatic,Arthropoda: Insecta,Diptera,Tipulidae,crane flies,1,8.598869894
ikpi,2010,dry tundra,malaise trap,7-Jul-10,3,Mycetophilidae,A,insect,Terrestrial,Arthropoda: Insecta,Diptera,Mycetophilidae,fungus gnats,1,0.206589681
ikpi,2010,dry tundra,malaise trap,7-Jul-10,3,Cecidomyiidae,A,insect,Terrestrial,Arthropoda: Insecta,Diptera,Cecidomyiidae,gall gnats,2,0.177702162
ikpi,2010,dry tundra,malaise trap,7-Jul-10,3,Carabidae,A,insect,Terrestrial,Arthropoda: Insecta,Coleoptera,Carabidae,ground beetles,1,3.019664816
ikpi,2010,dry tundra,malaise trap,7-Jul-10,3,Brachycera,A,insect,Terrestrial,Arthropoda: Insecta,Diptera,x,higher flies,1,0.049692716
ikpi,2010,dry tundra,malaise trap,7-Jul-10,3,Chironomidae,A,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae,midges,9,5.878981972
